96,40,78,1,53,66,1,52,53,66,1,54,66,63,59,63,67,68,1,64,78,1,29,70,57,52,67,68,53,62,1,32,66,63,94,1,58,69,69,60,60,49,67,67,53,62,1,74,60,64,48,64,66,63,1,2,61,49,52,67,68,73,60,57,67,68,1,2,50,60,63,55,55,53,66,1,2,54,63,68,63,55,66,49,54,86,1,56,68,68,64,67,20,9,9,68,8,51,63,9,43,39,41,51,10,58,15,42,64,37,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 10 56.550100 10.002200
96,40,63,69,60,54,69,60,1,40,49,68,69,66,52,49,73,1,49,59,49,1,33,69,61,61,53,66,1,33,81,66,52,49,55,1,95,92,89,2,64,49,67,68,49,67,63,69,60,63,55,67,63,54,49,86,1,56,68,68,64,67,20,9,9,68,8,51,63,9,36,12,16,18,17,17,30,58,64,46,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 12 55.433300 11.216700
96,40,49,68,69,66,52,49,73,1,61,63,52,53,1,21,1,40,68,63,51,59,56,63,60,61,6,1,40,71,53,52,53,62,1,56,68,68,64,67,20,9,9,68,8,51,63,9,66,33,25,13,44,39,64,16,10,65,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 13 59.350000 18.066700
96,2,49,68,60,49,62,68,53,66,56,49,70,67,64,49,66,59,53,62,1,2,55,66,49,62,52,51,56,57,60,52,66,53,62,1,2,52,57,70,53,66,1,2,54,53,53,52,67,1,2,54,57,67,56,68,49,62,59,1,21,1,22,68,60,49,62,68,53,66,56,49,70,67,64,49,66,59,53,62,1,75,60,53,67,69,62,52,1,22,59,70,49,66,57,69,61,1,56,68,68,64,67,20,9,9,68,8,51,63,9,70,59,67,19,28,59,45,16,64,57,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 16 62.468342 6.104230
96,22,51,49,50,63,69,1,52,53,1,64,69,50,60,57,51,49,66,1,69,61,49,1,54,63,68,63,1,53,61,1,24,49,54,53,1,35,63,66,52,53,62,6,1,32,81,50,53,62,56,49,70,62,1,56,68,68,64,67,20,9,9,68,8,51,63,9,54,25,46,44,66,72,42,64,68,41,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 1 55.678901 12.579803
96,29,78,50,53,66,1,49,68,1,54,78,1,55,66,57,62,68,1,66,81,8,53,62,1,69,52,1,49,54,1,50,69,59,67,53,66,62,53,1,93,1,2,37,81,58,64,81,58,1,67,57,60,49,67,56,63,60,67,68,1,51,49,66,67,68,53,62,50,67,70,53,62,52,67,53,62,1,57,49,61,54,63,62,57,72,86,1,56,68,68,64,67,20,9,9,68,8,51,63,9,26,30,68,36,23,19,28,46,33,62,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 2 55.673280 12.555450
96,40,49,68,69,66,52,49,73,1,61,63,52,53,1,21,1,40,68,63,51,59,56,63,60,61,6,1,40,71,53,52,53,62,1,56,68,68,64,67,20,9,9,68,8,51,63,9,66,33,25,13,44,39,64,16,10,65,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 13 59.350000 18.066700
96,35,79,66,1,64,53,66,54,53,59,68,8,8,8,1,34,78,1,56,69,67,59,53,1,52,53,62,62,53,8,1,7,1,25,66,57,62,59,57,62,55,1,49,1,25,53,51,53,64,68,57,63,62,1,40,53,67,67,57,63,62,1,30,37,22,1,50,73,1,21,34,57,59,59,53,60,60,53,66,23,53,53,66,1,21,1,23,69,62,62,64,66,57,67,1,1,82,1,56,68,68,64,67,20,9,9,68,8,51,63,9,60,13,46,57,44,22,18,33,33,57,1,2,64,56,63,68,63,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 6 60.357700 5.358560
96,28,60,53,52,53,66,1,61,53,55,1,67,63,61,1,53,62,1,69,62,55,53,1,68,57,60,1,63,55,1,67,53,1,21,67,57,60,73,49,61,69,67,57,51,1,63,55,1,2,61,69,60,68,57,51,73,52,53,1,50,60,57,1,56,53,52,66,53,68,1,64,78,1,2,56,70,53,66,55,49,62,55,70,57,61,81,68,53,67,1,64,78,86,1,56,68,68,64,67,20,9,9,68,8,51,63,9,61,25,62,29,14,49,18,53,71,27,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 9 59.958790 10.803900
96,22,51,49,50,63,69,1,52,53,1,64,69,50,60,57,51,49,66,1,69,61,49,1,54,63,68,63,1,53,61,1,24,49,54,53,1,35,63,66,52,53,62,6,1,32,81,50,53,62,56,49,70,62,1,56,68,68,64,67,20,9,9,68,8,51,63,9,54,25,46,44,66,72,42,64,68,41,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 1 55.678901 12.579803
96,42,67,1,53,61,1,32,76,23,26,35,29,22,43,35,1,7,1,32,63,64,53,62,56,49,55,53,62,1,7,1,56,68,68,64,67,20,9,9,68,8,51,63,9,16,32,61,30,22,34,61,70,60,49,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 1 55.679536 12.582578
96,22,51,49,50,63,69,1,52,53,1,64,69,50,60,57,51,49,66,1,69,61,49,1,54,63,68,63,1,53,61,1,24,49,54,53,1,35,63,66,52,53,62,6,1,32,81,50,53,62,56,49,70,62,1,56,68,68,64,67,20,9,9,68,8,51,63,9,54,24,32,41,41,57,40,73,32,60,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 1 55.678901 12.579803
96,43,34,30,23,1,91,90,1,21,1,34,49,66,57,53,67,67,68,49,52,1,40,71,53,52,53,62,1,56,68,68,64,67,20,9,9,68,8,51,63,9,11,45,39,34,32,74,52,13,30,37,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98 5 58.696849 13.839777
